instance_id,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam
insttri240_57_2,231.0,1203.0,0.192,1148.0,0.9543,1.0,6.0,5.2078,2.0,6.0,5.2078,49.0,0.2121,182.0,0.7879,49.0,0.2121,182.0,0.7879,78.0,0.3377,153.0,0.6623,3.0,0.013,3.0,0.013,0.0,0.0,1.0,6.0,114.1,2.0,2.0,11.0,2.0,22.0,16.7241,2.0,22.0,16.7241
insttri240_65_1,231.0,1195.0,0.1933,1132.0,0.9473,2.0,6.0,5.1732,2.0,6.0,5.1732,53.0,0.2294,178.0,0.7706,57.0,0.2468,174.0,0.7532,78.0,0.3377,153.0,0.6623,4.0,0.0173,4.0,0.0173,0.0,0.0,7.0,34.0,121.8889,2.0,2.0,11.0,2.0,21.0,16.7429,2.0,22.0,16.6471
insttri240_65_2,231.0,1195.0,0.1933,1132.0,0.9473,2.0,6.0,5.1732,1.0,6.0,5.1732,51.0,0.2208,180.0,0.7792,53.0,0.2294,178.0,0.7706,74.0,0.3203,157.0,0.6797,3.0,0.013,4.0,0.0173,0.0,0.0,1.0,6.0,130.0,2.0,2.0,20.0,6.0,21.0,18.25,6.0,21.0,18.25
insttri240_73_1,231.0,1187.0,0.1946,1118.0,0.9419,2.0,6.0,5.1385,2.0,6.0,5.1385,63.0,0.2727,168.0,0.7273,59.0,0.2554,172.0,0.7446,100.0,0.4329,131.0,0.5671,3.0,0.013,4.0,0.0173,0.0,0.0,1.0,6.0,113.6,2.0,2.0,29.0,4.0,21.0,18.2813,4.0,21.0,18.2813
insttri240_73_2,231.0,1187.0,0.1946,1114.0,0.9385,2.0,6.0,5.1385,2.0,6.0,5.1385,63.0,0.2727,168.0,0.7273,61.0,0.2641,170.0,0.7359,94.0,0.4069,137.0,0.5931,3.0,0.013,3.0,0.013,0.0,0.0,1.0,6.0,137.3,2.0,2.0,46.0,3.0,21.0,17.2424,3.0,21.0,17.2424
insttri240_81_1,231.0,1179.0,0.1959,1100.0,0.933,2.0,6.0,5.1039,2.0,6.0,5.1039,59.0,0.2554,172.0,0.7446,53.0,0.2294,178.0,0.7706,94.0,0.4069,137.0,0.5931,6.0,0.026,7.0,0.0303,0.0,0.0,3.0,15.0,117.8235,2.0,2.0,19.0,2.0,22.0,17.2105,2.0,22.0,16.7561
insttri240_81_2,231.0,1179.0,0.1959,1102.0,0.9347,2.0,6.0,5.1039,1.0,6.0,5.1039,67.0,0.29,164.0,0.71,63.0,0.2727,168.0,0.7273,98.0,0.4242,133.0,0.5758,4.0,0.0173,3.0,0.013,0.0,0.0,9.0,48.0,140.5,2.0,2.0,31.0,8.0,21.0,17.4242,8.0,21.0,17.4242
insttri240_89_1,231.0,1171.0,0.1973,1086.0,0.9274,2.0,6.0,5.0693,1.0,6.0,5.0693,67.0,0.29,164.0,0.71,57.0,0.2468,174.0,0.7532,84.0,0.3636,147.0,0.6364,4.0,0.0173,6.0,0.026,0.0,0.0,2.0,10.0,140.0,2.0,2.0,25.0,7.0,21.0,17.7143,7.0,22.0,17.8611
insttri240_89_2,231.0,1171.0,0.1973,1086.0,0.9274,1.0,6.0,5.0693,2.0,6.0,5.0693,67.0,0.29,164.0,0.71,65.0,0.2814,166.0,0.7186,84.0,0.3636,147.0,0.6364,4.0,0.0173,6.0,0.026,0.0,0.0,2.0,10.0,114.5,2.0,2.0,23.0,4.0,22.0,16.4375,4.0,22.0,16.4792
insttri240_9_1,231.0,1251.0,0.1847,1242.0,0.9928,2.0,6.0,5.4156,2.0,6.0,5.4156,9.0,0.039,222.0,0.961,9.0,0.039,222.0,0.961,18.0,0.0779,213.0,0.9221,3.0,0.013,3.0,0.013,0.0,0.0,1.0,6.0,124.2,2.0,2.0,23.0,20.0,21.0,20.0476,20.0,21.0,20.0476
insttri240_9_2,231.0,1251.0,0.1847,1242.0,0.9928,2.0,6.0,5.4156,2.0,6.0,5.4156,9.0,0.039,222.0,0.961,9.0,0.039,222.0,0.961,18.0,0.0779,213.0,0.9221,3.0,0.013,3.0,0.013,0.0,0.0,3.0,16.0,134.3333,2.0,2.0,23.0,13.0,20.0,19.6522,13.0,20.0,19.6522
insttri280_1_1,276.0,1517.0,0.1819,1516.0,0.9993,2.0,6.0,5.4964,2.0,6.0,5.4964,1.0,0.0036,275.0,0.9964,1.0,0.0036,275.0,0.9964,2.0,0.0072,274.0,0.9928,3.0,0.0109,3.0,0.0109,0.0,0.0,2.0,10.0,141.8,2.0,2.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0
insttri280_1_2,276.0,1517.0,0.1819,1516.0,0.9993,2.0,6.0,5.4964,2.0,6.0,5.4964,1.0,0.0036,275.0,0.9964,1.0,0.0036,275.0,0.9964,2.0,0.0072,274.0,0.9928,3.0,0.0109,3.0,0.0109,0.0,0.0,7.0,34.0,141.8,2.0,2.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0
insttri280_17_1,276.0,1501.0,0.1839,1484.0,0.9887,2.0,6.0,5.4384,2.0,6.0,5.4384,17.0,0.0616,259.0,0.9384,17.0,0.0616,259.0,0.9384,34.0,0.1232,242.0,0.8768,3.0,0.0109,3.0,0.0109,0.0,0.0,4.0,20.0,156.875,2.0,2.0,23.0,8.0,23.0,21.0385,8.0,23.0,21.0385
insttri280_17_2,276.0,1501.0,0.1839,1484.0,0.9887,2.0,6.0,5.4384,1.0,6.0,5.4384,17.0,0.0616,259.0,0.9384,17.0,0.0616,259.0,0.9384,30.0,0.1087,246.0,0.8913,3.0,0.0109,3.0,0.0109,0.0,0.0,6.0,30.0,134.3333,2.0,2.0,23.0,19.0,23.0,21.76,19.0,23.0,21.76
insttri280_25_1,276.0,1493.0,0.1849,1468.0,0.9833,2.0,6.0,5.4094,2.0,6.0,5.4094,23.0,0.0833,253.0,0.9167,25.0,0.0906,251.0,0.9094,44.0,0.1594,232.0,0.8406,4.0,0.0145,3.0,0.0109,0.0,0.0,5.0,24.0,143.2857,2.0,2.0,11.0,9.0,23.0,20.8276,9.0,23.0,20.8571
insttri280_25_2,276.0,1493.0,0.1849,1468.0,0.9833,2.0,6.0,5.4094,2.0,6.0,5.4094,25.0,0.0906,251.0,0.9094,21.0,0.0761,255.0,0.9239,40.0,0.1449,236.0,0.8551,3.0,0.0109,3.0,0.0109,0.0,0.0,12.0,64.0,154.8333,2.0,2.0,23.0,19.0,22.0,21.875,19.0,22.0,21.875
insttri280_33_1,276.0,1485.0,0.1859,1454.0,0.9791,2.0,6.0,5.3804,2.0,6.0,5.3804,31.0,0.1123,245.0,0.8877,31.0,0.1123,245.0,0.8877,52.0,0.1884,224.0,0.8116,3.0,0.0109,3.0,0.0109,0.0,0.0,1.0,6.0,139.2857,2.0,2.0,4.0,16.0,22.0,21.6154,3.0,22.0,20.9259
insttri280_33_2,276.0,1485.0,0.1859,1452.0,0.9778,1.0,6.0,5.3804,2.0,6.0,5.3804,29.0,0.1051,247.0,0.8949,31.0,0.1123,245.0,0.8877,54.0,0.1957,222.0,0.8043,4.0,0.0145,4.0,0.0145,0.0,0.0,6.0,28.0,157.5,2.0,2.0,23.0,6.0,23.0,20.5357,6.0,23.0,20.5357
insttri280_41_1,276.0,1477.0,0.1869,1436.0,0.9722,2.0,6.0,5.3514,2.0,6.0,5.3514,35.0,0.1268,241.0,0.8732,35.0,0.1268,241.0,0.8732,60.0,0.2174,216.0,0.7826,3.0,0.0109,3.0,0.0109,0.0,0.0,3.0,16.0,171.75,2.0,2.0,25.0,5.0,23.0,20.1935,5.0,23.0,20.2
insttri280_41_2,276.0,1477.0,0.1869,1436.0,0.9722,2.0,6.0,5.3514,2.0,6.0,5.3514,33.0,0.1196,243.0,0.8804,35.0,0.1268,241.0,0.8732,62.0,0.2246,214.0,0.7754,3.0,0.0109,3.0,0.0109,0.0,0.0,6.0,30.0,151.125,2.0,2.0,23.0,7.0,23.0,20.7692,7.0,23.0,19.8889
insttri280_49_1,276.0,1469.0,0.1879,1420.0,0.9666,2.0,6.0,5.3225,2.0,6.0,5.3225,41.0,0.1486,235.0,0.8514,41.0,0.1486,235.0,0.8514,68.0,0.2464,208.0,0.7536,4.0,0.0145,3.0,0.0109,0.0,0.0,5.0,26.0,156.25,2.0,2.0,4.0,8.0,23.0,20.8182,8.0,23.0,20.8182
insttri280_49_2,276.0,1469.0,0.1879,1420.0,0.9666,2.0,6.0,5.3225,2.0,6.0,5.3225,45.0,0.163,231.0,0.837,43.0,0.1558,233.0,0.8442,76.0,0.2754,200.0,0.7246,3.0,0.0109,3.0,0.0109,0.0,0.0,3.0,16.0,155.125,2.0,2.0,23.0,5.0,22.0,20.5714,5.0,22.0,20.5714
insttri280_57_1,276.0,1461.0,0.1889,1406.0,0.9624,2.0,6.0,5.2935,2.0,6.0,5.2935,47.0,0.1703,229.0,0.8297,47.0,0.1703,229.0,0.8297,78.0,0.2826,198.0,0.7174,4.0,0.0145,4.0,0.0145,0.0,0.0,2.0,10.0,127.375,2.0,2.0,4.0,4.0,24.0,19.4054,6.0,24.0,19.4595
insttri280_57_2,276.0,1461.0,0.1889,1406.0,0.9624,2.0,6.0,5.2935,2.0,6.0,5.2935,43.0,0.1558,233.0,0.8442,47.0,0.1703,229.0,0.8297,80.0,0.2899,196.0,0.7101,5.0,0.0181,3.0,0.0109,0.0,0.0,2.0,10.0,142.6667,2.0,2.0,31.0,3.0,23.0,20.3704,3.0,23.0,20.3704
insttri280_65_1,276.0,1453.0,0.19,1390.0,0.9566,1.0,6.0,5.2645,2.0,6.0,5.2645,49.0,0.1775,227.0,0.8225,55.0,0.1993,221.0,0.8007,90.0,0.3261,186.0,0.6739,4.0,0.0145,3.0,0.0109,0.0,0.0,2.0,9.0,153.4444,2.0,2.0,23.0,4.0,23.0,20.375,5.0,23.0,20.4063
insttri280_65_2,276.0,1453.0,0.19,1390.0,0.9566,1.0,6.0,5.2645,2.0,6.0,5.2645,49.0,0.1775,227.0,0.8225,49.0,0.1775,227.0,0.8225,78.0,0.2826,198.0,0.7174,3.0,0.0109,5.0,0.0181,0.0,0.0,4.0,16.0,141.0,2.0,2.0,15.0,4.0,23.0,19.2727,4.0,23.0,18.8824
insttri280_73_1,276.0,1445.0,0.191,1374.0,0.9509,2.0,6.0,5.2355,1.0,6.0,5.2355,55.0,0.1993,221.0,0.8007,51.0,0.1848,225.0,0.8152,90.0,0.3261,186.0,0.6739,5.0,0.0181,4.0,0.0145,0.0,0.0,2.0,9.0,142.0,3.0,3.0,23.0,4.0,22.0,20.0,4.0,22.0,20.0
insttri280_73_2,276.0,1445.0,0.191,1380.0,0.955,1.0,6.0,5.2355,2.0,6.0,5.2355,57.0,0.2065,219.0,0.7935,67.0,0.2428,209.0,0.7572,90.0,0.3261,186.0,0.6739,3.0,0.0109,4.0,0.0145,0.0,0.0,12.0,64.0,144.8571,2.0,2.0,16.0,7.0,23.0,19.3947,7.0,23.0,19.3947
insttri280_81_1,276.0,1437.0,0.1921,1360.0,0.9464,2.0,6.0,5.2065,2.0,6.0,5.2065,55.0,0.1993,221.0,0.8007,61.0,0.221,215.0,0.779,94.0,0.3406,182.0,0.6594,3.0,0.0109,6.0,0.0217,0.0,0.0,6.0,32.0,134.0,2.0,2.0,12.0,3.0,23.0,19.4722,3.0,23.0,19.7143
insttri280_81_2,276.0,1437.0,0.1921,1360.0,0.9464,2.0,6.0,5.2065,2.0,6.0,5.2065,71.0,0.2572,205.0,0.7428,67.0,0.2428,209.0,0.7572,100.0,0.3623,176.0,0.6377,3.0,0.0109,5.0,0.0181,0.0,0.0,1.0,6.0,140.1111,2.0,2.0,23.0,9.0,23.0,20.2333,9.0,23.0,20.2333
insttri280_89_1,276.0,1429.0,0.1931,1356.0,0.9489,2.0,6.0,5.1775,1.0,6.0,5.1775,69.0,0.25,207.0,0.75,61.0,0.221,215.0,0.779,88.0,0.3188,188.0,0.6812,3.0,0.0109,5.0,0.0181,0.0,0.0,2.0,10.0,132.4167,2.0,2.0,20.0,6.0,23.0,19.4054,6.0,23.0,18.8864
insttri280_89_2,276.0,1429.0,0.1931,1346.0,0.9419,2.0,6.0,5.1775,2.0,6.0,5.1775,67.0,0.2428,209.0,0.7572,69.0,0.25,207.0,0.75,108.0,0.3913,168.0,0.6087,5.0,0.0181,5.0,0.0181,0.0,0.0,3.0,13.0,150.2222,2.0,2.0,26.0,6.0,23.0,19.1364,6.0,23.0,19.1364
insttri280_9_1,276.0,1509.0,0.1829,1500.0,0.994,2.0,6.0,5.4674,2.0,6.0,5.4674,9.0,0.0326,267.0,0.9674,9.0,0.0326,267.0,0.9674,18.0,0.0652,258.0,0.9348,3.0,0.0109,3.0,0.0109,0.0,0.0,4.0,18.0,154.5,2.0,2.0,23.0,18.0,22.0,21.8333,18.0,22.0,21.8333
insttri280_9_2,276.0,1509.0,0.1829,1500.0,0.994,2.0,6.0,5.4674,2.0,6.0,5.4674,9.0,0.0326,267.0,0.9674,9.0,0.0326,267.0,0.9674,16.0,0.058,260.0,0.942,3.0,0.0109,3.0,0.0109,0.0,0.0,4.0,20.0,152.1429,2.0,2.0,23.0,16.0,23.0,21.5769,16.0,23.0,21.5769
insttri3010_301_0,345.0,1593.0,0.2166,1338.0,0.8399,2.0,6.0,4.6174,1.0,6.0,4.6174,147.0,0.4261,198.0,0.5739,159.0,0.4609,186.0,0.5391,172.0,0.4986,173.0,0.5014,17.0,0.0493,12.0,0.0348,0.0,0.0,11.0,52.0,178.3333,2.0,2.0,6.0,3.0,38.0,18.64,3.0,38.0,18.7071
insttri3010_301_2,345.0,1593.0,0.2166,1338.0,0.8399,1.0,6.0,4.6174,1.0,6.0,4.6174,159.0,0.4609,186.0,0.5391,149.0,0.4319,196.0,0.5681,162.0,0.4696,183.0,0.5304,10.0,0.029,14.0,0.0406,0.0,0.0,1.0,7.0,122.8462,2.0,2.0,10.0,2.0,38.0,18.7059,3.0,38.0,20.0526
insttri3010_301_3,345.0,1593.0,0.2166,1324.0,0.8311,1.0,6.0,4.6174,1.0,6.0,4.6174,141.0,0.4087,204.0,0.5913,151.0,0.4377,194.0,0.5623,162.0,0.4696,183.0,0.5304,13.0,0.0377,15.0,0.0435,1.0,0.0029,5.0,29.0,165.913,2.0,2.0,5.0,2.0,38.0,19.451,3.0,38.0,19.1386
insttri3010_301_5,345.0,1593.0,0.2166,1350.0,0.8475,1.0,6.0,4.6174,1.0,6.0,4.6174,153.0,0.4435,192.0,0.5565,143.0,0.4145,202.0,0.5855,160.0,0.4638,185.0,0.5362,13.0,0.0377,14.0,0.0406,0.0,0.0,1.0,7.0,131.1154,2.0,2.0,6.0,5.0,38.0,19.9032,5.0,38.0,20.8202
insttri3010_301_6,345.0,1593.0,0.2166,1344.0,0.8437,1.0,6.0,4.6174,1.0,6.0,4.6174,161.0,0.4667,184.0,0.5333,157.0,0.4551,188.0,0.5449,166.0,0.4812,179.0,0.5188,12.0,0.0348,12.0,0.0348,0.0,0.0,1.0,6.0,135.5172,2.0,2.0,8.0,2.0,38.0,19.4632,2.0,38.0,19.337
insttri3010_301_7,345.0,1593.0,0.2166,1344.0,0.8437,1.0,6.0,4.6174,1.0,6.0,4.6174,167.0,0.4841,178.0,0.5159,157.0,0.4551,188.0,0.5449,182.0,0.5275,163.0,0.4725,20.0,0.058,20.0,0.058,1.0,0.0029,4.0,20.0,168.0,2.0,2.0,5.0,2.0,38.0,20.4,2.0,38.0,19.2791
insttri3010_301_8,345.0,1593.0,0.2166,1342.0,0.8424,1.0,6.0,4.6174,1.0,6.0,4.6174,163.0,0.4725,182.0,0.5275,155.0,0.4493,190.0,0.5507,166.0,0.4812,179.0,0.5188,15.0,0.0435,18.0,0.0522,0.0,0.0,5.0,19.0,132.0,2.0,2.0,3.0,3.0,40.0,20.383,3.0,41.0,21.2759
insttri3010_311_0,345.0,1583.0,0.2179,1302.0,0.8225,1.0,6.0,4.5884,1.0,6.0,4.5884,163.0,0.4725,182.0,0.5275,153.0,0.4435,192.0,0.5565,162.0,0.4696,183.0,0.5304,14.0,0.0406,8.0,0.0232,0.0,0.0,1.0,6.0,151.6667,2.0,2.0,5.0,4.0,38.0,19.5,4.0,39.0,20.5229
insttri3010_311_3,345.0,1583.0,0.2179,1326.0,0.8377,1.0,6.0,4.5884,2.0,6.0,4.5884,161.0,0.4667,184.0,0.5333,149.0,0.4319,196.0,0.5681,162.0,0.4696,183.0,0.5304,15.0,0.0435,17.0,0.0493,0.0,0.0,1.0,5.0,158.6538,2.0,2.0,1.0,3.0,38.0,19.6947,4.0,38.0,19.7558
insttri3010_311_4,345.0,1583.0,0.2179,1324.0,0.8364,1.0,6.0,4.5884,1.0,6.0,4.5884,153.0,0.4435,192.0,0.5565,147.0,0.4261,198.0,0.5739,172.0,0.4986,173.0,0.5014,11.0,0.0319,16.0,0.0464,0.0,0.0,1.0,6.0,155.3684,2.0,2.0,44.0,1.0,38.0,20.2178,2.0,38.0,19.6863
insttri3010_311_7,345.0,1583.0,0.2179,1300.0,0.8212,1.0,6.0,4.5884,1.0,6.0,4.5884,149.0,0.4319,196.0,0.5681,159.0,0.4609,186.0,0.5391,182.0,0.5275,163.0,0.4725,12.0,0.0348,16.0,0.0464,0.0,0.0,2.0,12.0,140.5429,2.0,2.0,28.0,5.0,38.0,20.7619,5.0,39.0,20.2075
insttri3010_311_8,345.0,1583.0,0.2179,1316.0,0.8313,1.0,6.0,4.5884,1.0,6.0,4.5884,147.0,0.4261,198.0,0.5739,151.0,0.4377,194.0,0.5623,178.0,0.5159,167.0,0.4841,13.0,0.0377,14.0,0.0406,0.0,0.0,7.0,37.0,167.6,2.0,2.0,36.0,3.0,39.0,18.89,4.0,38.0,18.7245
insttri320_1_1,300.0,1655.0,0.1813,1654.0,0.9994,2.0,6.0,5.5167,2.0,6.0,5.5167,1.0,0.0033,299.0,0.9967,1.0,0.0033,299.0,0.9967,2.0,0.0067,298.0,0.9933,3.0,0.01,3.0,0.01,0.0,0.0,4.0,22.0,124.25,2.0,2.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
insttri320_1_2,300.0,1655.0,0.1813,1654.0,0.9994,2.0,6.0,5.5167,2.0,6.0,5.5167,1.0,0.0033,299.0,0.9967,1.0,0.0033,299.0,0.9967,2.0,0.0067,298.0,0.9933,3.0,0.01,3.0,0.01,0.0,0.0,4.0,18.0,124.25,2.0,2.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
insttri320_17_1,300.0,1639.0,0.183,1622.0,0.9896,2.0,6.0,5.4633,2.0,6.0,5.4633,15.0,0.05,285.0,0.95,17.0,0.0567,283.0,0.9433,30.0,0.1,270.0,0.9,3.0,0.01,3.0,0.01,0.0,0.0,1.0,6.0,126.5714,2.0,2.0,23.0,9.0,24.0,22.3077,9.0,24.0,22.3077
insttri320_17_2,300.0,1639.0,0.183,1622.0,0.9896,2.0,6.0,5.4633,2.0,6.0,5.4633,13.0,0.0433,287.0,0.9567,17.0,0.0567,283.0,0.9433,30.0,0.1,270.0,0.9,3.0,0.01,3.0,0.01,0.0,0.0,8.0,46.0,150.2857,2.0,2.0,23.0,9.0,24.0,22.1786,9.0,24.0,22.1786
insttri320_25_1,300.0,1631.0,0.1839,1606.0,0.9847,1.0,6.0,5.4367,2.0,6.0,5.4367,21.0,0.07,279.0,0.93,23.0,0.0767,277.0,0.9233,42.0,0.14,258.0,0.86,3.0,0.01,3.0,0.01,0.0,0.0,5.0,27.0,132.1667,2.0,2.0,16.0,18.0,24.0,22.6923,4.0,24.0,22.9259
insttri320_25_2,300.0,1631.0,0.1839,1606.0,0.9847,2.0,6.0,5.4367,2.0,6.0,5.4367,25.0,0.0833,275.0,0.9167,25.0,0.0833,275.0,0.9167,44.0,0.1467,256.0,0.8533,3.0,0.01,3.0,0.01,0.0,0.0,10.0,58.0,183.0,2.0,2.0,33.0,20.0,23.0,22.8077,20.0,23.0,22.8077
insttri320_33_1,300.0,1623.0,0.1848,1590.0,0.9797,2.0,6.0,5.41,2.0,6.0,5.41,33.0,0.11,267.0,0.89,33.0,0.11,267.0,0.89,60.0,0.2,240.0,0.8,3.0,0.01,3.0,0.01,0.0,0.0,6.0,32.0,188.0,2.0,2.0,23.0,5.0,24.0,21.8,5.0,24.0,21.8
insttri320_33_2,300.0,1623.0,0.1848,1590.0,0.9797,1.0,6.0,5.41,2.0,6.0,5.41,31.0,0.1033,269.0,0.8967,31.0,0.1033,269.0,0.8967,56.0,0.1867,244.0,0.8133,3.0,0.01,4.0,0.0133,0.0,0.0,3.0,16.0,152.4,2.0,2.0,23.0,11.0,23.0,21.4063,11.0,23.0,21.4063
insttri320_41_1,300.0,1615.0,0.1858,1574.0,0.9746,2.0,6.0,5.3833,2.0,6.0,5.3833,35.0,0.1167,265.0,0.8833,37.0,0.1233,263.0,0.8767,64.0,0.2133,236.0,0.7867,3.0,0.01,4.0,0.0133,0.0,0.0,1.0,5.0,163.0,2.0,2.0,2.0,4.0,24.0,20.3939,5.0,24.0,20.4545
insttri320_41_2,300.0,1615.0,0.1858,1574.0,0.9746,2.0,6.0,5.3833,2.0,6.0,5.3833,37.0,0.1233,263.0,0.8767,37.0,0.1233,263.0,0.8767,64.0,0.2133,236.0,0.7867,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,151.8,2.0,2.0,23.0,7.0,23.0,21.75,7.0,23.0,21.75
insttri320_49_1,300.0,1607.0,0.1867,1558.0,0.9695,2.0,6.0,5.3567,2.0,6.0,5.3567,43.0,0.1433,257.0,0.8567,41.0,0.1367,259.0,0.8633,72.0,0.24,228.0,0.76,5.0,0.0167,3.0,0.01,0.0,0.0,1.0,6.0,146.4545,2.0,2.0,39.0,2.0,24.0,19.8824,2.0,24.0,19.8824
insttri320_49_2,300.0,1607.0,0.1867,1558.0,0.9695,2.0,6.0,5.3567,2.0,6.0,5.3567,39.0,0.13,261.0,0.87,45.0,0.15,255.0,0.85,72.0,0.24,228.0,0.76,4.0,0.0133,3.0,0.01,0.0,0.0,1.0,6.0,167.8333,2.0,2.0,29.0,4.0,24.0,21.6667,4.0,24.0,21.6667
insttri320_57_1,300.0,1599.0,0.1876,1544.0,0.9656,2.0,6.0,5.33,2.0,6.0,5.33,47.0,0.1567,253.0,0.8433,51.0,0.17,249.0,0.83,86.0,0.2867,214.0,0.7133,4.0,0.0133,3.0,0.01,0.0,0.0,1.0,6.0,143.8889,2.0,2.0,13.0,2.0,25.0,19.9722,2.0,25.0,19.9429
insttri320_57_2,300.0,1599.0,0.1876,1546.0,0.9669,1.0,6.0,5.33,2.0,6.0,5.33,47.0,0.1567,253.0,0.8433,49.0,0.1633,251.0,0.8367,72.0,0.24,228.0,0.76,4.0,0.0133,3.0,0.01,0.0,0.0,4.0,18.0,142.2857,2.0,2.0,23.0,2.0,24.0,21.4054,2.0,24.0,21.2632
insttri320_65_1,300.0,1591.0,0.1886,1532.0,0.9629,2.0,6.0,5.3033,2.0,6.0,5.3033,51.0,0.17,249.0,0.83,59.0,0.1967,241.0,0.8033,88.0,0.2933,212.0,0.7067,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,146.0,2.0,2.0,23.0,4.0,24.0,19.6857,4.0,24.0,19.6857
insttri320_65_2,300.0,1591.0,0.1886,1530.0,0.9617,2.0,6.0,5.3033,2.0,6.0,5.3033,53.0,0.1767,247.0,0.8233,53.0,0.1767,247.0,0.8233,80.0,0.2667,220.0,0.7333,4.0,0.0133,4.0,0.0133,0.0,0.0,4.0,22.0,157.0,2.0,2.0,30.0,4.0,23.0,19.925,4.0,23.0,19.925
insttri320_73_1,300.0,1583.0,0.1895,1512.0,0.9551,1.0,6.0,5.2767,2.0,6.0,5.2767,61.0,0.2033,239.0,0.7967,55.0,0.1833,245.0,0.8167,100.0,0.3333,200.0,0.6667,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,165.7778,2.0,2.0,20.0,7.0,24.0,20.6667,7.0,24.0,20.6667
insttri320_73_2,300.0,1583.0,0.1895,1518.0,0.9589,2.0,6.0,5.2767,2.0,6.0,5.2767,65.0,0.2167,235.0,0.7833,59.0,0.1967,241.0,0.8033,92.0,0.3067,208.0,0.6933,3.0,0.01,3.0,0.01,0.0,0.0,6.0,28.0,187.25,2.0,2.0,12.0,7.0,24.0,20.1707,7.0,24.0,20.1707
insttri320_81_1,300.0,1575.0,0.1905,1500.0,0.9524,2.0,6.0,5.25,2.0,6.0,5.25,69.0,0.23,231.0,0.77,73.0,0.2433,227.0,0.7567,96.0,0.32,204.0,0.68,3.0,0.01,4.0,0.0133,0.0,0.0,1.0,6.0,155.0,2.0,2.0,4.0,5.0,23.0,19.7442,3.0,23.0,19.3636
insttri320_81_2,300.0,1575.0,0.1905,1500.0,0.9524,1.0,6.0,5.25,2.0,6.0,5.25,69.0,0.23,231.0,0.77,59.0,0.1967,241.0,0.8033,88.0,0.2933,212.0,0.7067,4.0,0.0133,6.0,0.02,0.0,0.0,6.0,30.0,197.6667,2.0,2.0,23.0,9.0,24.0,21.1765,9.0,24.0,21.1765
insttri320_89_1,300.0,1567.0,0.1914,1482.0,0.9458,2.0,6.0,5.2233,2.0,6.0,5.2233,75.0,0.25,225.0,0.75,65.0,0.2167,235.0,0.7833,108.0,0.36,192.0,0.64,3.0,0.01,4.0,0.0133,0.0,0.0,4.0,21.0,176.0,2.0,2.0,23.0,9.0,24.0,21.1579,9.0,24.0,21.1579
insttri320_89_2,300.0,1567.0,0.1914,1484.0,0.947,2.0,6.0,5.2233,2.0,6.0,5.2233,65.0,0.2167,235.0,0.7833,63.0,0.21,237.0,0.79,108.0,0.36,192.0,0.64,5.0,0.0167,5.0,0.0167,0.0,0.0,1.0,6.0,150.5455,2.0,2.0,4.0,10.0,25.0,19.8095,3.0,25.0,19.7073
insttri320_9_1,300.0,1647.0,0.1821,1638.0,0.9945,2.0,6.0,5.49,2.0,6.0,5.49,9.0,0.03,291.0,0.97,7.0,0.0233,293.0,0.9767,16.0,0.0533,284.0,0.9467,3.0,0.01,3.0,0.01,0.0,0.0,1.0,6.0,159.8,2.0,2.0,2.0,1.0,24.0,21.4286,1.0,24.0,21.4286
insttri320_9_2,300.0,1647.0,0.1821,1638.0,0.9945,2.0,6.0,5.49,2.0,6.0,5.49,9.0,0.03,291.0,0.97,9.0,0.03,291.0,0.97,18.0,0.06,282.0,0.94,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,124.25,2.0,2.0,23.0,14.0,23.0,22.3462,14.0,23.0,22.3462
insttri360_1_1,351.0,1949.0,0.1801,1948.0,0.9995,2.0,6.0,5.5527,2.0,6.0,5.5527,1.0,0.0028,350.0,0.9972,1.0,0.0028,350.0,0.9972,2.0,0.0057,349.0,0.9943,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,10.0,137.0,2.0,2.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0
